uniProtID,accession,label,existence,species,history
FABD_SYNY3,P73242,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1997-02-01', 'entryVersion': 123, 'sequenceVersion': 1}"
FABF_SYNY3,P73283,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '2001-10-18', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1997-02-01', 'entryVersion': 138, 'sequenceVersion': 1}"
FENR_SYNY3,Q55318,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1997-11-01', 'entryVersion': 159, 'sequenceVersion': 2}"
FLAV_SYNY3,P27319,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '1992-08-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1994-06-01', 'entryVersion': 134, 'sequenceVersion': 2}"
FTSH1_SYNY3,P73179,0,Evidence at transcript level,Synechocystis sp.,"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1997-02-01', 'entryVersion': 149, 'sequenceVersion': 1}"
FTSH2_SYNY3,Q55700,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 157, 'sequenceVersion': 1}"
FTSH3_SYNY3,P72991,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1997-02-01', 'entryVersion': 157, 'sequenceVersion': 1}"
FTSH4_SYNY3,P73437,0,Evidence at transcript level,Synechocystis sp.,"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1997-02-01', 'entryVersion': 151, 'sequenceVersion': 1}"
FTSZ_SYNY3,P73456,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1997-02-01', 'entryVersion': 143, 'sequenceVersion': 1}"
G3P2_SYNY3,P80505,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '1996-02-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '2007-01-23', 'entryVersion': 148, 'sequenceVersion': 3}"
GCSP_SYNY3,P74416,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '2003-09-19', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1997-02-01', 'entryVersion': 125, 'sequenceVersion': 1}"
GGPS_SYNY3,P74258,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '2002-06-06', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1997-02-01', 'entryVersion': 122, 'sequenceVersion': 1}"
GLNB_SYNY3,Q55247,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1997-11-01', 'entryVersion': 133, 'sequenceVersion': 1}"
GLTB_SYNY3,P55037,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '1996-10-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1996-10-01', 'entryVersion': 145, 'sequenceVersion': 1}"
GLTS_SYNY3,P55038,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '1996-10-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1997-11-01', 'entryVersion': 154, 'sequenceVersion': 2}"
HEM6_SYNY3,P72848,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1997-02-01', 'entryVersion': 133, 'sequenceVersion': 1}"
HEMN_SYNY3,P74132,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '1998-07-15', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1997-02-01', 'entryVersion': 133, 'sequenceVersion': 1}"
HO1_SYNY3,P72849,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '1998-12-15', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1997-02-01', 'entryVersion': 139, 'sequenceVersion': 1}"
HO2_SYNY3,P74133,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '1998-12-15', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1997-02-01', 'entryVersion': 134, 'sequenceVersion': 1}"
IDH_SYNY3,P80046,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '1992-03-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1997-11-01', 'entryVersion': 136, 'sequenceVersion': 2}"
ILVC_SYNY3,P29107,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '1992-12-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '2007-01-23', 'entryVersion': 142, 'sequenceVersion': 3}"
ILVD_SYNY3,P74689,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1997-02-01', 'entryVersion': 137, 'sequenceVersion': 1}"
IPYR_SYNY3,P80507,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '1996-02-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1997-11-01', 'entryVersion': 123, 'sequenceVersion': 2}"
ISIA_SYNY3,Q55274,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1997-11-01', 'entryVersion': 129, 'sequenceVersion': 2}"
KAD1_SYNY3,P73302,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '2020-10-07', 'entryVersion': 140, 'sequenceVersion': 3}"
KAIB_SYNY3,P74645,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '2004-10-11', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1997-02-01', 'entryVersion': 130, 'sequenceVersion': 1}"
KPPR_SYNY3,P37101,0,Evidence at transcript level,Synechocystis sp.,"{'firstPublicDate': '1994-10-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1994-10-01', 'entryVersion': 129, 'sequenceVersion': 1}"
LEUD_SYNY3,P74207,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '1998-07-15', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1997-02-01', 'entryVersion': 129, 'sequenceVersion': 1}"
MNTB_SYNY3,Q55282,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 121, 'sequenceVersion': 1}"
NADM_SYNY3,Q55928,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '2000-12-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 153, 'sequenceVersion': 1}"
NDK_SYNY3,P74494,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1997-02-01', 'entryVersion': 132, 'sequenceVersion': 1}"
NRTA_SYNY3,P73452,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1997-02-01', 'entryVersion': 119, 'sequenceVersion': 1}"
NU3C_SYNY3,P19045,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '1990-11-01', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1990-11-01', 'entryVersion': 124, 'sequenceVersion': 1}"
PCXA_SYNY3,P75028,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '2001-06-01', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1997-02-01', 'entryVersion': 124, 'sequenceVersion': 1}"
PCYA_SYNY3,Q55891,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '2003-02-12', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 124, 'sequenceVersion': 1}"
PHAA_SYNY3,Q01951,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '1993-04-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '2007-01-23', 'entryVersion': 135, 'sequenceVersion': 3}"
PHCA_SYNY3,Q54715,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 133, 'sequenceVersion': 1}"
PHCB_SYNY3,Q54714,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1997-11-01', 'entryVersion': 142, 'sequenceVersion': 2}"
PHR_SYNY3,Q55081,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 130, 'sequenceVersion': 1}"
PHY1_SYNY3,Q55168,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 172, 'sequenceVersion': 1}"
PHY2_SYNY3,Q55434,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '2001-01-11', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 147, 'sequenceVersion': 1}"
PLAS_SYNY3,P21697,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '1991-05-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1991-05-01', 'entryVersion': 150, 'sequenceVersion': 1}"
POR_SYNY3,Q59987,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '2000-12-01', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '2000-12-01', 'entryVersion': 138, 'sequenceVersion': 2}"
PPI2_SYNY3,P73789,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '2003-01-17', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1997-02-01', 'entryVersion': 124, 'sequenceVersion': 1}"
PSAA_SYNY3,P29254,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '1992-12-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1992-12-01', 'entryVersion': 154, 'sequenceVersion': 1}"
PSAB_SYNY3,P29255,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '1992-12-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '2007-01-23', 'entryVersion': 166, 'sequenceVersion': 4}"
PSAD_SYNY3,P19569,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '1991-02-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '2007-01-23', 'entryVersion': 134, 'sequenceVersion': 2}"
PSAF_SYNY3,P29256,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '1992-12-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1992-12-01', 'entryVersion': 122, 'sequenceVersion': 1}"
PSAL_SYNY3,P37277,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '1994-10-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1994-10-01', 'entryVersion': 139, 'sequenceVersion': 1}"
PSBA_SYNY4,P14660,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '1990-04-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1990-04-01', 'entryVersion': 127, 'sequenceVersion': 1}"
PSBB_SYNY3,P05429,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '1988-11-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1988-11-01', 'entryVersion': 141, 'sequenceVersion': 1}"
PSBC_SYNY3,P09193,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '1989-07-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '2008-02-26', 'entryVersion': 144, 'sequenceVersion': 3}"
PSBD_SYNY3,P09192,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '1989-07-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1991-02-01', 'entryVersion': 175, 'sequenceVersion': 2}"
PSBO_SYNY3,P10549,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '1989-07-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1989-07-01', 'entryVersion': 126, 'sequenceVersion': 1}"
PSBU_SYNY3,Q55332,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1997-11-01', 'entryVersion': 127, 'sequenceVersion': 2}"
PURQ_SYNY3,Q55843,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '2001-07-11', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 149, 'sequenceVersion': 1}"
PYR1_SYNY3,P73203,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '2007-01-23', 'entryVersion': 122, 'sequenceVersion': 3}"
PYR2_SYNY3,P73204,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1997-02-01', 'entryVersion': 114, 'sequenceVersion': 1}"
RBFA_SYNY3,Q55625,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '1998-12-15', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 127, 'sequenceVersion': 1}"
RBL_SYNY3,P54205,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '1996-10-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1996-10-01', 'entryVersion': 150, 'sequenceVersion': 1}"
RBS_SYNY3,P54206,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '1996-10-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1996-10-01', 'entryVersion': 129, 'sequenceVersion': 1}"
RCP1_SYNY3,Q55169,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '2001-01-11', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 139, 'sequenceVersion': 1}"
RECA_SYNY3,P74737,0,Evidence at transcript level,Synechocystis sp.,"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1997-02-01', 'entryVersion': 133, 'sequenceVersion': 1}"
RL14_SYNY3,P73310,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1997-02-01', 'entryVersion': 124, 'sequenceVersion': 1}"
RL7_SYNY3,P23349,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '1991-11-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '2007-01-23', 'entryVersion': 142, 'sequenceVersion': 3}"
RNE_SYNY3,P72656,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '1998-12-15', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1997-02-01', 'entryVersion': 122, 'sequenceVersion': 1}"
RPE_SYNY3,P74061,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '2007-01-23', 'entryVersion': 124, 'sequenceVersion': 3}"
RRF_SYNY3,P74456,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '1998-07-15', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1997-02-01', 'entryVersion': 120, 'sequenceVersion': 1}"
RS3_SYNY3,P73314,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '2007-01-23', 'entryVersion': 139, 'sequenceVersion': 3}"
RUVB_SYNY3,Q57396,0,Evidence at transcript level,Synechocystis sp.,"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1997-11-01', 'entryVersion': 139, 'sequenceVersion': 1}"
SIR_SYNY3,P72854,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1997-02-01', 'entryVersion': 145, 'sequenceVersion': 1}"
SODF_SYNY3,P77968,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '2007-01-23', 'entryVersion': 125, 'sequenceVersion': 3}"
SPKA_SYNY3,Q9FAB3,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '2001-08-14', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '2001-03-01', 'entryVersion': 127, 'sequenceVersion': 1}"
SPKB_SYNY3,P74297,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '2001-08-14', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1997-02-01', 'entryVersion': 144, 'sequenceVersion': 1}"
SPKC_SYNY3,P74745,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '2001-08-14', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1997-02-01', 'entryVersion': 138, 'sequenceVersion': 1}"
SPKD_SYNY3,P54735,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '1996-10-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1996-10-01', 'entryVersion': 137, 'sequenceVersion': 1}"
SPKF_SYNY3,P73469,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '2001-08-14', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1997-02-01', 'entryVersion': 134, 'sequenceVersion': 1}"
STPA_SYNY3,Q55034,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '2001-08-14', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 121, 'sequenceVersion': 1}"
SUBI_SYNY3,Q01903,0,Evidence at transcript level,Synechocystis sp.,"{'firstPublicDate': '1993-04-01', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1993-04-01', 'entryVersion': 122, 'sequenceVersion': 1}"
THIO1_SYNY3,P52232,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '1996-10-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1996-10-01', 'entryVersion': 137, 'sequenceVersion': 1}"
THIO2_SYNY3,P73263,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '1998-07-15', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1997-02-01', 'entryVersion': 136, 'sequenceVersion': 1}"
THIO_SYNY3,P52231,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '1996-10-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '2007-01-23', 'entryVersion': 145, 'sequenceVersion': 3}"
TPIS_SYNY3,Q59994,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1997-11-01', 'entryVersion': 134, 'sequenceVersion': 1}"
UCRIB_SYNY3,P26290,0,Evidence at protein level,Synechocystis sp.,"{'firstPublicDate': '1992-05-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1996-10-01', 'entryVersion': 159, 'sequenceVersion': 2}"
ALGC_PSEAB,Q02E40,0,Evidence at protein level,Pseudomonas aeruginosa,"{'firstPublicDate': '2015-01-07', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '2015-01-07', 'entryVersion': 86, 'sequenceVersion': 2}"
OMPC_GLUDA,P84838,0,Evidence at protein level,Gluconacetobacter diazotrophicus,"{'firstPublicDate': '2006-11-14', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '2008-03-18', 'entryVersion': 70, 'sequenceVersion': 2}"
PIC1_RHIRD,P0A3U7,0,Evidence at transcript level,Rhizobium radiobacter,"{'firstPublicDate': '2005-03-15', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '2005-03-15', 'entryVersion': 45, 'sequenceVersion': 1}"
VIRB7_RHIRD,P0A3W4,0,Evidence at protein level,Rhizobium radiobacter,"{'firstPublicDate': '2005-03-15', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '2005-03-15', 'entryVersion': 73, 'sequenceVersion': 1}"
VIRB9_RHIRD,P0A3W6,0,Evidence at protein level,Rhizobium radiobacter,"{'firstPublicDate': '2005-03-15', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '2005-03-15', 'entryVersion': 70, 'sequenceVersion': 1}"
CH602_BRADU,P35861,0,Evidence at transcript level,Bradyrhizobium diazoefficiens,"{'firstPublicDate': '1994-06-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '2007-01-23', 'entryVersion': 131, 'sequenceVersion': 2}"
COXM_BRADU,P98053,0,Evidence at transcript level,Bradyrhizobium diazoefficiens,"{'firstPublicDate': '1996-10-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1996-10-01', 'entryVersion': 137, 'sequenceVersion': 1}"
TLPA_BRADU,P43221,0,Evidence at protein level,Bradyrhizobium diazoefficiens,"{'firstPublicDate': '1995-11-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1995-11-01', 'entryVersion': 153, 'sequenceVersion': 1}"
ATPB_RHORU,P05038,0,Evidence at protein level,Rhodospirillum rubrum,"{'firstPublicDate': '1987-08-13', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '2007-01-23', 'entryVersion': 129, 'sequenceVersion': 3}"
ATPF_RHORU,P15013,0,Evidence at protein level,Rhodospirillum rubrum,"{'firstPublicDate': '1990-04-01', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1990-04-01', 'entryVersion': 92, 'sequenceVersion': 1}"
NIFH_RHORU,P22921,0,Evidence at protein level,Rhodospirillum rubrum,"{'firstPublicDate': '1991-08-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1991-08-01', 'entryVersion': 110, 'sequenceVersion': 1}"
PNTAA_RHORT,Q2RSB2,0,Evidence at protein level,Rhodospirillum rubrum,"{'firstPublicDate': '2006-04-04', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '2006-01-24', 'entryVersion': 106, 'sequenceVersion': 1}"
PNTB_RHORU,P0C188,0,Evidence at protein level,Rhodospirillum rubrum,"{'firstPublicDate': '2006-04-04', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '2006-04-04', 'entryVersion': 72, 'sequenceVersion': 1}"
ATPA_MYXXA,Q07405,0,Evidence at protein level,Myxococcus xanthus,"{'firstPublicDate': '1994-10-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1994-10-01', 'entryVersion': 123, 'sequenceVersion': 1}"
CARQ_MYXXA,Q06909,0,Evidence at transcript level,Myxococcus xanthus,"{'firstPublicDate': '1994-10-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1994-10-01', 'entryVersion': 94, 'sequenceVersion': 1}"
FRZE_MYXXA,P18769,0,Evidence at protein level,Myxococcus xanthus,"{'firstPublicDate': '1990-11-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1990-11-01', 'entryVersion': 119, 'sequenceVersion': 1}"
IF3_MYXXA,P48516,0,Evidence at protein level,Myxococcus xanthus,"{'firstPublicDate': '1996-02-01', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '2007-01-23', 'entryVersion': 91, 'sequenceVersion': 2}"
COX1B_PARDE,P98002,0,Evidence at protein level,Paracoccus denitrificans,"{'firstPublicDate': '1995-11-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1995-11-01', 'entryVersion': 148, 'sequenceVersion': 1}"
CY550_PARDE,P00096,0,Evidence at protein level,Paracoccus denitrificans,"{'firstPublicDate': '1986-07-21', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1991-02-01', 'entryVersion': 133, 'sequenceVersion': 2}"
GFA_PARDE,Q51669,0,Evidence at protein level,Paracoccus denitrificans,"{'firstPublicDate': '2003-11-07', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '2007-01-23', 'entryVersion': 99, 'sequenceVersion': 3}"
KAD_PARDE,P10772,0,Evidence at protein level,Paracoccus denitrificans,"{'firstPublicDate': '1989-07-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '2007-01-23', 'entryVersion': 116, 'sequenceVersion': 3}"
NOSZ_PARDE,Q51705,0,Evidence at protein level,Paracoccus denitrificans,"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 124, 'sequenceVersion': 1}"
NQO11_PARDE,P29923,0,Evidence at protein level,Paracoccus denitrificans,"{'firstPublicDate': '1993-04-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1993-04-01', 'entryVersion': 98, 'sequenceVersion': 1}"
NQO3_PARDE,P29915,0,Evidence at protein level,Paracoccus denitrificans,"{'firstPublicDate': '1993-04-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '2007-01-23', 'entryVersion': 132, 'sequenceVersion': 4}"
